instruction,output,url
ランサムウェア対策：イミュータブルバックアップ,イミュータブルバックアップ（英語:immutable backup）とは、一度保存したデータを変更・削除できないように保護し、「不変（immutable）」な状態でバックアップする手法である。ランサムウェアによる暗号化・削除攻撃や、内部犯による改ざん・誤操作からデータを保護する目的で行われる。,https://ja.wikipedia.org/wiki/%E3%82%A4%E3%83%9F%E3%83%A5%E3%83%BC%E3%82%BF%E3%83%96%E3%83%AB%E3%83%90%E3%83%83%E3%82%AF%E3%82%A2%E3%83%83%E3%83%97
マルウェア検出手法：パターンマッチング法,パターンマッチング（英: Pattern matching、パターン照合）とは、データを検索する場合に特定のパターンが出現するかどうか、またどこに出現するかを特定する手法のことである。 文字列のパターンマッチングには、固定されたパターンの検索ではKMP法やBM法など各種の文字列探索アルゴリズムがある。また正規表現を利用する手法も多数提案されている。  いくつかの高水準プログラミング言語には、多分岐の一種で、場合分けと同時に構成要素の取り出しのできる言語機能があり、パターンマッチと呼ばれている。Haskellでの例を示す。 なお、この例の listSumCase は expression style、listSumPtn は declaration style である。,https://ja.wikipedia.org/wiki/%E3%83%91%E3%82%BF%E3%83%BC%E3%83%B3%E3%83%9E%E3%83%83%E3%83%81%E3%83%B3%E3%82%B0
ビヘイビア法（振る舞い検知）,ビヘイビアブロッキング（振る舞い検知）技術：サンドボックス検出技術のサンドボックス上の実環境におけるプログラムの挙動を見てウイルスを検出するものを「振る舞い検知」あるいは「ビヘイビアブロッキング」と呼ぶ。,https://ja.wikipedia.org/wiki/%E3%83%9E%E3%83%AB%E3%82%A6%E3%82%A7%E3%82%A2
ヒューリスティック法,ヒューリスティック検出技術：ヒューリスティック検出技術とは、セキュリティソフトなどがマルウェアを探索する際に、パターンマッチングではなくマルウェアに特徴的な挙動の有無を調べる手法である。ヒューリスティック検知では、実行ファイルの挙動などを解析し、ライブラリファイルの書き換えなど、一般的なプログラムではあまり見られないような特異な挙動を探し出し、感染したマルウェアによるものと類推する。未知のマルウェアや亜種などに対して、ある程度の対応が可能である。ただし、この方法では未知のマルウェアを100％発見できるわけではなく、また、マルウェアではないものをマルウェアと誤認する場合もある。,https://ja.wikipedia.org/wiki/%E3%83%9E%E3%83%AB%E3%82%A6%E3%82%A7%E3%82%A3
SBOM(Software Bill of Materials),"ソフトウェア部品表（SBOM）は、ソフトウェアに含まれるすべてのコンポーネント、ライブラリ、モジュール、およびそれらの依存関係を網羅的にリスト化した一覧である。製造業におけるサプライチェーン・マネジメントにおいて、部品表（BOM）を用意するという概念を、ソフトウェア開発に適用したものである。アレルギーを引き起こす可能性のある食品を避けるためにラベルを参照するように、SBOMは、組織または個人に害を及ぼす可能性のあるソフトウェアの使用を避けるのに役立てることができる。
SBOMは、ソフトウェア製品の構築者（製造者）と購入者（顧客）の両方にとって有用である。SBOMにより、構築者は、それらのコンポーネントが最新であることを確認し、新しい脆弱性に迅速に対応することができる。購入者は、SBOMを利用して脆弱性 や利用許諾の分析を行うことができ、どちらも製品のリスク評価に使える。
多くの企業が一般的な部品表管理にスプレッドシートを使用しているが、スプレッドシートに書き込まれたSBOMにはさらなるリスクと問題がある。SBOMは、他のオートメーションシステムの一部となり、他のアプリケーションから簡単に照会できるリポジトリにまとめて保存されると、より大きな価値を得る。自動化されたSBOM処理のためのこのニーズは、Software Package Data Exchange (SPDX) オープンスタンダードにより処理される。
ソフトウェアのサプライチェーンを理解し、SBOMを入手し、これを用いて既知の脆弱性を分析することは、リスクマネージメントにおいて極めて重要である。",https://ja.wikipedia.org/wiki/%E3%82%BD%E3%83%95%E3%83%88%E3%82%A6%E3%82%A7%E3%82%A2%E3%83%BB%E3%82%B5%E3%83%97%E3%83%A9%E3%82%A4%E3%83%81%E3%82%A7%E3%83%BC%E3%83%B3
データマスキング,覆い隠すこと。特に文書や電子データにおいて、公開・閲覧に適さない部分などを塗りつぶす等して、見えないように加工すること。墨塗り。黒塗り。,https://ja.wikipedia.org/wiki/%E3%83%9E%E3%82%B9%E3%82%AD%E3%83%B3%E3%82%B0
記憶媒体,"記録媒体（きろくばいたい）とは、情報を一時保管、ないし後世に残すために使われる物質である。
記録媒体には粘土板や石板などの媒体のほか、紙やパピルス、木簡などの筆記媒体および映像機器や音響機器での映像や音楽の記録再生や、電子計算機（コンピュータ）での情報処理に使用する電子媒体がある。
電子媒体に関して、記録内容は全てデジタルデータであるという特徴がある一方、映像機器や音響機器においては、アナログ方式で記録再生されるものもある。この電子媒体は法律では電磁的記録を保存するための媒体を意味する電磁的記録媒体と呼称される。
CD-ROM、DVD-ROM、BD-ROMなどの記録媒体は物理的（機械的）に作られており、本来「電子」媒体と呼ぶには無理があるが、日本の国家機関では使用されている。
以下、本項では主に電子媒体としての記録媒体に関して述べる。",https://ja.wikipedia.org/wiki/%E8%A8%98%E9%8C%B2%E5%AA%92%E4%BD%93
認可 (セキュリティ),"認可（にんか、英: authorization, AuthZ）はある者に付与された、リソースへのアクセス許可である。許可（きょか、英: permission）、権限（けんげん、英: privilege）、アクセス権（あくせすけん、英: access right）とも呼ばれる。 また、「認可を付与するプロセス」を「認可」と呼ぶ場合もある。明示的に使い分ける場合、認可を付与することを「認可する（にんかする、英: authorize / 英: grant an authorization）」と言う。",https://ja.wikipedia.org/wiki/%E8%AA%8D%E5%8F%AF_(%E3%82%BB%E3%82%AD%E3%83%A5%E3%83%AA%E3%83%86%E3%82%A3)
スパム対策：ベイジアンフィルタリング," ベイジアンフィルタ (英: Bayesian filter, naive Bayes spam filtering) は単純ベイズ分類器を応用し、対象となるデータを解析・学習し分類する為のフィルタ。学習量が増えるとフィルタの分類精度が上昇するという特徴をもつ。個々の判定を間違えた場合には、ユーザが正しい内容に判定し直すことで再学習を行う。 現状ではスパムメール（いわゆる迷惑メール）を振り分ける機能を持つソフトウェア（フィルタリングソフト）で、スパムフィルターでのスパム判定に利用されることが多い。最近ではWeblogのトラックバック用フィルタ（トラックバックスパム対策）にも利用されるようになるなど、その利用範囲は徐々に広がりつつある。",https://ja.wikipedia.org/wiki/%E3%83%99%E3%82%A4%E3%82%B8%E3%82%A2%E3%83%B3%E3%83%95%E3%82%A3%E3%83%AB%E3%82%BF
スパム対策：送信元ドメイン認証,なりすましの問題へ対応として、現在プロトコルを修正することなく認証機能を追加する技術が提案されている。その一つに送信ドメイン認証技術がある。送信ドメイン認証技術は、既存のメール配送の仕組みを変えることなく受信メールサーバーにおいて、メールの送信者情報が偽装されているかどうかをドメイン単位で確認することを可能とする技術である。,https://ja.wikipedia.org/wiki/%E3%82%B9%E3%83%91%E3%83%A0_(%E3%83%A1%E3%83%BC%E3%83%AB)
DMARC,"Domain-based Message Authentication, Reporting and Conformance (DMARC)は、電子メール認証プロトコルの一つ。電子メールのドメイン所有者が、保有するドメインを認証を通さずに利用されること(なりすましメール、フィッシングメール、詐欺メールその他の脅威)を防止できることを目的に設計された。 DMARCのDNSエントリが公開されると、メールを受信するサーバは送られてくる電子メールを、ドメイン所有者DNSエントリで公開した指示に従って検証することができるようになる。認証に成功した電子メールは配送され、信頼できるものとなる。検証に失敗した場合は、DMARCレコードの指示に従って、何も指定しない(none)、隔離(quarantine)、もしくは拒否(reject)を行う。 DMARCは既存の2つの電子メール認証メカニズム（SPFとDKIM）を拡張したものである。ドメインの管理者はDNSレコードを利用し、エンドユーザに示されるFrom:フィールドの確認方法、受信者が検証失敗時にどう対処すべきか、ポリシに従って実行されるアクションを報告するメカニズムをどう提供するか等を明記する。 DMARCはIETFが2015年3月に公開したRFC 7489によって定義されている。分類は""Informational""。",https://ja.wikipedia.org/wiki/DMARC
UX デザイン,"ユーザーエクスペリエンスデザイン（英: user experience design）は良いユーザーエクスペリエンスを達成するための設計・その手法である。UXデザイン、UX設計とも。UXデザインを行う者はUXデザイナーと呼ばれている。
UXは個々人の内面に発生する現象である。それと同時に、製品などのシステムは発生してほしいUXを設計思想・メッセージ・バリューとして持っている。意図するUXを定めそれを引き起こす要素を検討し良いUXを実現しようとする設計・その指針をUXデザインという。
実務的にはユーザー中心設計 (UCD) あるいは人間中心設計 (HCD) とほぼ同義である。つまり、「ユーザーエクスペリエンスのデザイン」という固有のデザイン分野があるとはみなされていない。というのも、2010年の ISO 9241-210:2010 （インタラクティブシステムの人間中心設計） において、「人間中心設計プロセスを実施する目的はよいユーザーエクスペリエンスの達成である」という考え方が示され、それがある程度受け入れられているからである。〔※歴史を参照のこと〕。HCDに基づいたデザインプロセスの例としてISO 9241-210が挙げられる。
UXデザインの思想は幅広いデザインにおいて実践される。例えばウェブ・UI・マンマシンインタフェース・インダストリアル・コミュニケーション・インストラクショナルのデザインが挙げられる。例えばUXを意識したデザインガイドライン・デザインシステムの策定などに用いられる。
顧客が望むUXを表現し対話と通じたプロダクトデザインをおこなう道具としてユーザーストーリーがある。プロダクトマネジメントやアジャイルソフトウェア開発においてしばしば利用される。",https://ja.wikipedia.org/wiki/%E3%83%A6%E3%83%BC%E3%82%B6%E3%83%BC%E3%82%A8%E3%82%AF%E3%82%B9%E3%83%9A%E3%83%AA%E3%82%A8%E3%83%B3%E3%82%B9
トレーサビリティマトリクス,要件とテストの間のリンクを追跡すること,https://ja.wikipedia.org/wiki/%E3%83%86%E3%82%B9%E3%83%88%E3%82%B1%E3%83%BC%E3%82%B9
マイクロサービスアーキテクチャ,"マイクロサービス（英語：microservices）とは、ソフトウェア開発の技法の1つであり、1つのアプリケーションを、ビジネス機能に沿った複数の小さいサービスの疎に結合された集合体として構成するサービス指向アーキテクチャ（service-oriented architecture; SOA）の1種である。マイクロサービスアーキテクチャでは、各サービスはきめ細かい粒度を持ち、軽量なプロトコルを用いて通信を行う。
アプリケーションを異なる小さなサービスに分割することの利点は、モジュラリティが高くなることである。これによって、アプリケーションの理解、開発、テストがより簡単に行えるようになり、アーキテクチャの腐敗に対する弾力性が向上する。マイクロサービスによる開発を行うことで、開発が並列化され、少人数の自律的なチームにより、各チームが所有するサービスを独立に、開発、デプロイ、スケールさせることが可能になる。また、継続的リファクタリングを通して、個々のサービスのアーキテクチャ全体を置き換えることも可能になる。マイクロサービスベースのアーキテクチャでは、継続的デリバリーと継続的デプロイが可能になる。",https://ja.wikipedia.org/wiki/%E3%83%9E%E3%82%A4%E3%82%AF%E3%83%AD%E3%82%B5%E3%83%BC%E3%83%93%E3%82%B9
サーバレスアーキテクチャ,自動的なサーバー台数の増減や自動的なリソース増減を行い、需要に基づいた無駄のないリソース提供を行うことができる,https://ja.wikipedia.org/wiki/%E3%83%86%E3%82%B9%E3%83%88%E3%82%B1%E3%83%BC%E3%82%B9
クリーンアーキテクチャ,"2012年には、ロバート・C・マーチンによってクリーンアーキテクチャが提唱された。クリーンアーキテクチャは、ヘキサゴナルアーキテクチャ、オニオンアーキテクチャ、他いくつかのアーキテクチャの原則を組み合せたものであり、コンポーネントにさらに詳細なレベルを追加している。
また、クリーンアーキテクチャでは、アダプターやインターフェース（UIやデータベース、外部システム、デバイス）をより外側のレイヤーに分離し、ユースケースやエンティティをより内側のレイヤーに置く。クリーンアーキテクチャは外側から内側への依存関係のみを許し、その逆を許さないという厳格なルールのもとで、依存性逆転の原則を利用している。",https://ja.wikipedia.org/wiki/%E3%83%9D%E3%83%BC%E3%83%88%E3%81%A8%E3%82%A2%E3%83%80%E3%83%97%E3%82%BF
ソフトウェア設計原則（SOLID）,"SOLID（ソリッド）は、ソフトウェア工学の用語であり、特にオブジェクト指向で用いられる五つの原則の頭字語である。ソフトウェア設計をより平易かつ柔軟にして保守しやすくすることを目的にしている。その特徴はインターフェースを仲介にしての機能の使用と、インターフェースによる機能の注入である。
この五つの原則は、アメリカのソフトウェア技術者ロバート・C・マーティンが提唱していた数々の設計原則の中からチョイスされたものである。マーティンが提唱していた原則は、例えば2000年に発表されたレポート『Design Principles and Design Patterns』の中で紹介されている。そのうち五原則をSOLIDという語呂合わせの頭字語にして普及させたのは、ソフトウェア技術者マイケル・フェザーズであり、2004年以降に広く知られるようになった。SOLIDはオブジェクト指向設計由来であるが、アジャイルソフトウェア開発や適応的ソフトウェア開発といった方法論の哲学にもなっている。

五つの原則
SOLIDは、次の5つの原則からなる。

単一責任の原則 (single-responsibility principle)
開放閉鎖の原則（open/closed principle）
リスコフの置換原則（Liskov substitution principle）
インターフェース分離の原則 (interface segregation principle)
依存性逆転の原則（dependency inversion principle）",https://ja.wikipedia.org/wiki/SOLID
ドメイン駆動設計(DDD),"ドメイン駆動設計（ドメインくどうせっけい、英語: domain-driven design、DDD）は主要なソフトウェア設計手法の一つであり、ドメインエキスパートの言葉に基づき、ドメインにおけるプロセスやルールをよく表現したドメインモデルを構築し、それに基づいてソフトウェア開発を行うことに主眼を置くものである。
DDDは以下のような目的に基づく。

プロジェクトにおける主な焦点を中核の業務領域と業務ロジックのレイヤーに置くこと
複雑な設計をドメインモデルで表現すること
技術者とドメインエキスパートの間にクリエイティブな協働関係を構築し、特定のドメイン問題を扱う概念的なモデルを継続的に洗練させること
DDDという名称は、エリック・エヴァンスによる著書の中で初めて提唱されたものである。",https://ja.wikipedia.org/wiki/%E3%83%89%E3%83%A1%E3%82%A4%E3%83%B3%E9%A7%86%E5%8B%95%E8%A8%AD%E8%A8%88
ドメイン,ドメイン (英語: domain),https://ja.wikipedia.org/wiki/%E3%83%89%E3%83%A1%E3%82%A4%E3%83%B3
ドメインモデル,ドメインモデル（英: Domain model）は、システムに関わるさまざまな実体とそれらの関係を説明するシステムの概念モデルである。,https://ja.wikipedia.org/wiki/%E3%83%89%E3%83%A1%E3%82%A4%E3%83%B3%E3%83%A2%E3%83%87%E3%83%AB
ドメインロジック,"ビジネスロジック（英: business logic）、あるいはドメインロジック（英: domain logic）、業務ロジックは、どのようにデータが作成され、保存され、変更されるかについてを表現するプログラムにおける部分であり、アプリケーション固有の処理を指す。データベースの管理やUIの表示、システムインフラ、プログラム全体における各部の接続などを表現する、プログラムにおけるより低水準な残りの部分とは対照的な概念である。
ドメインロジックという場合、あるドメインに関するビジネスロジックのことを指す場合が多い。
この用語は、主にプログラムが層構造となるアプリケーション開発で用いられる。三層アーキテクチャにおいては、ビジネスロジックは中間層に位置する。
アルゴリズムは問題が与えられた時の具体的な情報の処理手順であり、アプリケーション固有のものではない一方で、ビジネスロジックはアプリケーション固有の処理であるという点で、これらは異なる概念である。ビジネスロジックには、アプリケーションの目的を達成するための処理を定義する、一連のルール、アルゴリズム、計算処理が含まれる。",https://ja.wikipedia.org/wiki/%E3%83%93%E3%82%B8%E3%83%8D%E3%82%B9%E3%83%AD%E3%82%B8%E3%83%83%E3%82%AF
ユビキタス言語,"同じ言葉（ユビキタス言語）
同じ言葉、あるいはユビキタス言語（英語: Ubiquitous language）とは、同じ言葉を使うことでドメインエキスパートと技術者間の効率的な意思伝達を促す、DDDにおける戦略的手法のことである。区切られた文脈内において、同じ言葉は同じ意味を持つ。DDDでは、技術者がドメインエキスパートと協力しながら同じ言葉を育て、特定のドメイン問題を扱うモデルの継続的な洗練を目指す。
ソフトウェアコード（e.g. クラス名、クラスメソッド、クラス変数）における言葉や構造はビジネスドメインに一致する。例えば、ソフトウェアがローン申請(loan application)を処理する場合、ソフトウェアは「loan application」「customer」といった名前のクラスや「accept offer」「withdraw」といったメソッドを持つことが考えられる。", https://ja.wikipedia.org/wiki/%E3%83%89%E3%83%A1%E3%82%A4%E3%83%B3%E9%A7%86%E5%8B%95%E8%A8%AD%E8%A8%88
オートインデント,字下げ（じさげ、インデント、英: indentation）は、「行頭に空白を設けて文字開始位置を他行よりも下がった位置から始めた文字組み」を指す用語。字下げ機能を自動的に行うソフトウェア機能を特にオートインデントと呼ぶ。, https://ja.wikipedia.org/wiki/%E5%AD%97%E4%B8%8B%E3%81%92
ブレークポイント,ブレークポイント（英: breakpoint）は、ソフトウェア開発のデバッグ作業において実行中のプログラムを意図的に一時停止させる箇所である。ENIACのプログラマであるベティ・ホルバートンが考案した。,https://ja.wikipedia.org/wiki/%E3%83%96%E3%83%AC%E3%83%BC%E3%82%AF%E3%83%9D%E3%82%A4%E3%83%B3%E3%83%88
サイクロマティック複雑度,"循環的複雑度（英: Cyclomatic complexity）とは、ソフトウェア測定法の一種である。Thomas McCabe が開発したもので、プログラムの複雑度を測るのに使われる。プログラムのソースコードから、線形的に独立した経路の数を直接数える。
手法としてではなく、そのコンセプトは文章の可読性（複雑度）を測定する Flesch-Kincaid Readability Test に似ている。
循環的複雑度は、プログラムの制御フローをグラフとして描くことで計算される。グラフのノードはプログラムのコマンドに相当する。2つのノードを結ぶ有向エッジは、第一のコマンドを実行後、次に第二のコマンドが実行される可能性があることを示している。",https://ja.wikipedia.org/wiki/%E5%BE%AA%E7%92%B0%E7%9A%84%E8%A4%87%E9%9B%91%E5%BA%A6
トレーサー,プログラムの実行経路を表示して確認するツール。,https://ja.wikipedia.org/wiki/%E3%83%97%E3%83%AD%E3%82%B0%E3%83%A9%E3%83%9F%E3%83%B3%E3%82%B0%E3%83%84%E3%83%BC%E3%83%AB
スナップショット,"情報処理用語のスナップショットは上記の画面キャプチャー以外に、システム内部の「首尾一貫」した情報イメージのことを示す。そのイメージをシステムに戻せば問題無く動作するデータの事。主記憶装置、揮発性メモリ、レジスタなどの内容を全てのシステムを停止させファイルシステムに書き出された上でそれをコピーする方法や、後述のアルゴリズムを使いシステム稼働中にスナップショットを作成する方法などがある。
ただし、プログラムの誤りの有無をチェックするデバッグ作業の一環として行われるもので、プログラムの実行状態の一部を書き出して調べることをいう、とする資料もある。",https://ja.wikipedia.org/wiki/%E3%82%B9%E3%83%8A%E3%83%83%E3%83%97%E3%82%B7%E3%83%A7%E3%83%83%E3%83%88
ファジング,ファジング（英語: fuzzing）とは、コンピュータプログラムヘの入力として、無効なデータ、予期しないデータ、ランダムなデータを用いた自動化ないし半自動化されたソフトウェアテストの手法である。コンピュータプログラムにファズ（「予測不可能な入力データ」の意、英語: fuzz）を与えることで、意図的に例外的な状況を発生させ、その例外的な状況での挙動を確認するという方法を用いる。ファズテスト（fuzz testing）とも呼ばれる。また、ファジングの対象プログラムに対してファズテストを実行するツールは、ファザー（fuzzer）と呼ばれる。,https://ja.wikipedia.org/wiki/%E3%83%95%E3%82%A1%E3%82%B8%E3%83%B3%E3%82%B0
利用者用文書類：チュートリアル,ウィザード（英: Wizard）とは、対話型のコンピュータプログラムであり、使用者に対して段階を踏襲しつつ複雑な作業を行わせるユーザインタフェイスである。一般的な考え方とは異なり、使用者は既定の順序で作業の処理を強いられるものの、複雑でそれほど頻繁に行わない作業の場合、ウィザードを使った方が簡単となることも多い。一部のオープンソースソフトウェアでは、ウィザードをドルイド (Druid) と呼ぶ。 ウィザードは1991年に Microsoft Publisher で最初に使われたとされる。ウィザードの一例はWindowsの「インターネット接続ウィザード」である。これは、どうコンピュータがインターネットに接続しているかについての情報を使用者に要求することによって、コンピュータのネットワーク設定を行う。2001年ごろまでに、ウィザードはエンドユーザの利用するOSでは一般的となった。macOSでは「アシスタント」と呼ばれ、「セットアップ・アシスタント」はMacintoshに最初に電源を入れたときに動作し、「ネットワーク・セットアップ・アシスタント」は前述の「インターネット接続ウィザード」と同様の働きをする。 航空券予約サイトのような、やり取りが長くなるウェブアプリケーションでも、ウィザードが使われる。Oracle Designer などのソフトウェアでもウィザードが多用されている。 対照的に、エキスパートシステムは問題を解決するために、人工知能または他の複雑なアルゴリズムを使用する傾向があり、一連の質問（通常Y / N方式）を通して誘導する。エキスパートシステムを、ウィザードを含むすべての問題解決プログラムを代表する一般のカテゴリと考える場合もある。 ユーザインタフェース設計の観点からの議論として、ウィザードはきわめてモーダル指向が強いという点が挙げられる。一般に、ユーザに状態を強いるモーダルなユーザインタフェースは良くなく、モードレスなほうが良いとする基本的な考え方がある（モード (ユーザインタフェース) の記事も参照のこと。むろん例外も多いが）。ウィザード方式を支持する意見は、しかしそれでも、「ウィザードは使いやすい」ので「使いやすさを優先すべき」というものである。,https://ja.wikipedia.org/wiki/%E3%82%A6%E3%82%A3%E3%82%B6%E3%83%BC%E3%83%89_(%E3%82%BD%E3%83%95%E3%83%88%E3%82%A6%E3%82%A7%E3%82%A2)
利用者用文書類：ウィザード,チュートリアル（英語: tutorial）は、教育の手法の一つ。少数の生徒に教師が集中的に教えること、あるいは家庭教師による一対一の教育を意味する。,https://ja.wikipedia.org/wiki/%E3%83%81%E3%83%A5%E3%83%BC%E3%83%88%E3%83%AA%E3%82%A2%E3%83%AB
オンラインヘルプ,オンラインヘルプ（英: Online Help）は、ソフトウェアの一部として提供される手続き的情報や参考情報である。ユーザアシスタンスの一形態である。一般にアプリケーションソフトウェアやオペレーティングシステムを使用する際の補助となるよう設計されるが、それ以外の様々なものについての情報を提示する目的でも使用されることがある。オンラインヘルプとアプリケーションの状態（ユーザーが何をしようとしているか）を結びつけたものを文脈依存ヘルプという。 オンラインヘルプはヘルプ作成ツールを使って作成できる。フォーマットには、独自のものから以下のようにオープン標準を使ったものまで様々なものがある。  HTML を使う場合: HTML Help、JavaHelp、Oracle Help など Portable Document Format（PDF）,https://ja.wikipedia.org/wiki/%E3%82%AA%E3%83%B3%E3%83%A9%E3%82%A4%E3%83%B3%E3%83%98%E3%83%AB%E3%83%97
リファクタリング,リファクタリング (refactoring) とは、コンピュータプログラミングにおいて、プログラムの外部から見た動作を変えずにソースコードの内部構造を整理することである。また、いくつかのリファクタリング手法の総称としても使われる。ただし、十分に確立された技術とはいえず、また「リファクタリング」という言葉に厳密な定義があるわけではない。,https://ja.wikipedia.org/wiki/%E3%83%AA%E3%83%95%E3%82%A1%E3%82%AF%E3%82%BF%E3%83%AA%E3%83%B3%E3%82%B0_(%E3%83%97%E3%83%AD%E3%82%B0%E3%83%A9%E3%83%9F%E3%83%B3%E3%82%B0)
改良保守,ソフトウェア保守（ソフトウェアほしゅ）またはソフトウェアメンテナンス (software maintenance) とは、ソフトウェア工学において既存のソフトウェアを改良・最適化していくと共にバグを修正していくプロセスを意味する。ソフトウェア保守はソフトウェア製品ライフサイクルにおける主要なプロセスの一部であり、ソフトウェアの実際の現場への投入後に行われる。ソフトウェア保守工程では、実際の使用で発見された問題点やバグを修正すると共に、そのソフトウェアのユーザビリティや可用性を改善するための機能追加も行う。,https://ja.wikipedia.org/wiki/%E3%82%BD%E3%83%95%E3%83%88%E3%82%A6%E3%82%A7%E3%82%A2%E4%BF%9D%E5%AE%88
DevOps,DevOps（デブオプス）は、ソフトウェア開発手法の一つ。開発 (Development) と運用 (Operations) を組み合わせたかばん語であり、開発担当者と運用担当者が連携して協力する（さらに両担当者の境目もあいまいにする）開発手法をさす。ソフトウェアを迅速にビルドおよびテストする文化と環境により、確実なリリースを、以前よりも迅速に高い頻度で可能とする組織体制の構築を目指している。,https://ja.wikipedia.org/wiki/DevOps
MLOps,MLOps とは、ディープラーニングなどの機械学習のライフサイクルを管理するための、データサイエンティスト、エンジニア、保守運用担当者のコラボレーションおよびコミュニケーションに関する実践手法。機械学習 Machine Learning (ML) と、ソフトウェア分野での継続的な開発手法である DevOps とを組み合わせた造語である。,https://ja.wikipedia.org/wiki/MLOps
テスト駆動開発,テスト駆動開発 (てすとくどうかいはつ、英: test-driven development; TDD) とは、プログラム開発手法の一種で、プログラムに必要な各機能について、最初にテストを書き（これをテストファーストと言う）、そのテストが動作する必要最低限な実装をとりあえず行なった後、コードを洗練させる、という短い工程を繰り返すスタイルである。多くのアジャイルソフトウェア開発手法、例えばエクストリーム・プログラミングにおいて強く推奨されている。近年はビヘイビア駆動開発へと発展を遂げている。,https://ja.wikipedia.org/wiki/%E3%83%86%E3%82%B9%E3%83%88%E9%A7%86%E5%8B%95%E9%96%8B%E7%99%BA
リファクタリング,リファクタリング (refactoring) とは、コンピュータプログラミングにおいて、プログラムの外部から見た動作を変えずにソースコードの内部構造を整理することである。また、いくつかのリファクタリング手法の総称としても使われる。ただし、十分に確立された技術とはいえず、また「リファクタリング」という言葉に厳密な定義があるわけではない。,https://ja.wikipedia.org/wiki/%E3%83%AA%E3%83%95%E3%82%A1%E3%82%AF%E3%82%BF%E3%83%AA%E3%83%B3%E3%82%B0_(%E3%83%97%E3%83%AD%E3%82%B0%E3%83%A9%E3%83%9F%E3%83%B3%E3%82%B0)
ソースコード の共同所有,"ソースコードの共同所有（「チームコード所有」および「共有コード」とも呼ばれる）は、すべてのコードに対してすべての人が責任を負うことを意味する;
したがって、誰もがコードのどの部分を変更することもできる。
ソースコードの共同所有は、組織的なポリシーだけでなく、感覚的なものでもある。
「開発者は、システムのコンテキストを理解し、問題のコードに貢献し、コードの品質を高く評価し、製品がユーザーのニーズを満たし、チームの結束度が高いと信じるほど、チームコードの所有権を強く感じる。」
ペアプログラミング、特にオーバーラップペアローテーションは、このプラクティスに貢献する:
異なるペアで作業することで、プログラマはシステムコンテキストをより理解し、コードベースのより多くの領域に貢献することになる。
エラーを発見した開発者はすぐにそれを修正できるので、コードを共同所有することで開発は加速し、全体的なバグを減らすことができる。
ただし、プログラマがよく理解していないコードを変更すると、バグが発生する可能性もある。
十分に定義されたユニットテストは、この問題を軽減するはずである: 予期せぬ依存関係がエラーを発生させた場合、ユニットテストが実行された際にエラーがあらわになる。
ソースコードの共同所有は、メンバーへの支援が改善され、知識と学習の幅が広がり、コードの責任が共有され、コードの品質が向上し、やり直しが減る。
しかし、メンバー間の衝突の増加、バグの増加、開発者の集中力の乱れと思案の中断、開発時間の増加、またはコードの理解不足につながる可能性もある。",https://ja.wikipedia.org/wiki/%E3%82%A8%E3%82%AF%E3%82%B9%E3%83%88%E3%83%AA%E3%83%BC%E3%83%A0%E3%83%BB%E3%83%97%E3%83%AD%E3%82%B0%E3%83%A9%E3%83%9F%E3%83%B3%E3%82%B0_%E3%83%97%E3%83%A9%E3%82%AF%E3%83%86%E3%82%A3%E3%82%B9
継続的インテグレーション(CI),継続的インテグレーション（けいぞくてきインテグレーション、英: continuous integration、CI）とは、すべての開発者の作業コピーを定期的に共有されたメインラインにマージすることである。1日複数回行われるのが一般的である。グラディ・ブーチは1991年のメソッドでCIという用語を最初に提案したが、彼は1日に数回の統合を提唱していなかった。エクストリームプログラミング(XP)ではCIの概念を採用し、1日に1回以上、おそらく1日に何十回も統合することを提唱した。,https://ja.wikipedia.org/wiki/%E7%B6%99%E7%B6%9A%E7%9A%84%E3%82%A4%E3%83%B3%E3%83%86%E3%82%B0%E3%83%AC%E3%83%BC%E3%82%B7%E3%83%A7%E3%83%B3
YAGNI,"YAGNI (You aren't gonna need it) とは、エクストリーム・プログラミング(XP)から生まれた原則であり、「プログラマは、それが実際に必要となるまで機能を追加しない方が良い」というものである。直訳すると「あなたはそれを必要でなくなるだろう」、意訳すると「そんなの必要ないって」などという意味で、他の表現として""You aren't going to need it"" (YAGTNI) や""You ain't gonna need it""というものもある。
XPの共同創設者であるロン・ジェフリーズは、「それが実際に必要になったときに実装するべきあって、必要になると予見したときに実装するべきでない」と述べている。ジョン・D・カーマックは、「将来の要件やアプリケーションを考慮して設計することが、トータルでプラスになることはほとんどないことを、経験の浅い開発者が理解するのは難しい」と書いている。
YAGNIは、XPのプラクティスである""do the simplest thing that could possibly work""（DTSTTCPW、うまくいく方法のうち最もシンプルなものでやれ）の背後にある原則である。これは、継続的リファクタリング、継続的自動単体試験、継続的インテグレーションなど、いくつかの他のプラクティスと組み合わせて使用されることを意図している。YAGNIが他のプラクティスのサポートに依存しているのは、XPの本来の定義の一部である。",https://ja.wikipedia.org/wiki/YAGNI
